FID,C_Nus,Coord_X,Coord_Y
667,N00776R,430.446.704,4580935.26
668,N00777S,430416.83,4.580.887.365
669,N00779U,430.415.015,4.581.110.648
670,N00780N,430.331.764,4.581.032.368
671,N00782P,430.233.679,4.581.117.114
672,N00783Q,430.480.077,4.580.908.153
673,N00784R,430198.19,4.581.066.762
674,N00785S,430.380.146,4.580.917.137
675,N00786T,430.306.694,4.580.838.232
676,N00787U,430.328.321,4580818.14
677,N00788V,430.332.114,4.581.200.718
678,N00789W,430353.86,4.581.225.603
679,N00790P,430248.5,4.581.133.784
680,N00791Q,430.221.128,4.581.099.223
681,N00792R,430.189.393,4.581.055.944
682,N00793S,430.147.098,4.581.004.923
683,N00794T,430.119.917,4.581.170.494
684,N00795U,430.184.541,4.581.192.265
685,N00796V,430.255.718,4.581.219.153
686,N00798X,431.184.221,4580839.92
687,N00799Y,431.047.404,4.580.851.944
688,N00800A,430938.79,4.580.881.085
689,N00801B,431.127.758,4.580.972.683
690,N00802C,431.012.449,4.580.796.812
691,N00803D,430.987.344,4.580.777.781
692,N00804E,430.897.891,4.580.715.321
693,N00805F,430.668.794,4.580.879.032
694,N00807H,430.699.364,4.580.852.163
695,N00808I,430.661.211,4.580.803.649
696,N00809J,430.592.735,4.580.715.706
697,N00810C,430.789.923,4.580.821.409
698,N00811D,430.856.978,4.580.799.789
699,N00812E,430.767.787,4.580.756.683
700,N00813F,430.835.158,4.580.737.854
701,N00814G,430.747.388,4.580.700.628
702,N00815H,430.868.112,4.580.834.353
703,N00816I,430.841.445,4.580.756.294
704,N00817J,430.819.209,4.580.694.845
705,N00818K,430.907.698,4580752.09
706,N00819L,430924.5,4.580.819.202
707,N00820E,430.917.122,4580789.07
708,N00821F,430.157.054,4.581.182.005
709,N00822G,430.083.916,4.581.157.581
710,N00823H,430075.7,4.581.238.654
711,N00824I,430.069.642,4.581.299.559
712,N00825J,430.068.672,4.581.318.325
713,N00826K,430.113.205,4581259.02
714,N00827L,430.087.701,4.581.301.074
715,N00828M,430.077.492,4.581.318.883
716,N00829N,430.214.089,4.581.205.736
717,N00830G,430.145.229,4.581.323.509
718,N00831H,430.280.146,4.581.242.006
719,N00832I,430226.57,4.581.327.838
720,N00833J,430.321.691,4.581.276.267
721,N00834K,430.388.171,4581339.43
722,N00836M,430.610.329,4.581.314.057
723,N00837N,430.571.969,4.581.301.428
724,N00838O,430.523.791,4.581.282.762
725,N00839P,430499.95,4.581.272.919
726,N00840I,430.486.747,4.581.356.221
727,N00841J,430.452.393,4581400.81
728,N00842K,430.454.702,4.581.334.894
729,N00843L,430.438.518,4.581.323.489
730,N00844M,430.424.418,4.581.375.319
731,N00847P,430.479.852,4.581.422.352
732,N00848Q,430.863.535,4.581.414.856
733,N00849R,430.766.018,4.581.370.648
734,N00850K,430.736.451,4.581.429.587
735,N00851L,430.834.982,4.581.459.689
736,N00852M,430.779.945,4.581.426.356
737,N00853N,430.802.858,4581382.71
738,N00854O,430.777.255,4.581.431.262
739,N00855P,430745.94,4.581.365.194
740,N00856Q,430.713.808,4.581.415.245
741,N00857R,430.770.974,4.581.346.699
742,N00858S,430.723.714,4.581.355.576
743,N00859T,430.757.095,4.581.368.331
744,N00860M,430.680.287,4.581.342.568
745,N00861N,430.659.256,4.581.382.595
746,N00862O,430.615.325,4581448.3
747,N00863P,430.667.439,4.581.363.152
748,N00864Q,430.725.292,4.581.448.167
749,N00865R,430.699.562,4.581.431.713
750,N00866S,430.740.375,4.581.421.945
751,N00868U,430666.46,4.581.472.057
752,N00869V,430.706.202,4.581.525.694
753,N00870O,430.681.555,4.581.565.334
754,N00871P,430.651.345,4.581.490.962
755,N00872Q,430.772.747,4581487.17
756,N00873R,430.804.744,4.581.506.627
757,N00874S,431.020.163,4581261.04
758,N00876U,431.010.192,4.581.310.066
759,N00877V,431029.05,4.581.327.908
760,N00878W,431.043.279,4581314.47
761,N00879X,431.084.915,4.581.269.334
762,N00881R,431.055.295,4.581.226.804
763,N00882S,431.022.336,4.581.335.478
764,N00883T,430.982.903,4.581.223.026
765,N00884U,431101.89,4.581.188.598
766,N00885V,431.091.473,4.581.262.705
767,N00886W,431.132.763,4.581.231.293
768,N00887X,431.000.757,4581361.6
769,N00888Y,430.979.785,4.581.340.696
770,N00889Z,431.049.795,4.581.372.824
771,N00890S,431.064.391,4.581.385.437
772,N00891T,431.076.011,4.581.347.266
773,N00892U,431.007.961,4.581.186.694
774,N00893V,431.029.931,4.581.393.212
775,N00894W,431.134.075,4.581.411.362
776,N00895X,431.127.792,4.581.295.024
777,N00896Y,431.155.759,4.581.260.044
778,N00897Z,431.162.101,4.581.266.133
779,N00899B,431.223.352,4.581.211.152
780,N00900D,431.255.992,4.581.247.114
781,N00901E,431.190.236,4.581.174.436
782,N00903G,430.971.866,4.581.333.241
783,N00904H,431195.83,4.581.346.359
784,N00905I,431203.75,4.581.370.674
785,N00906J,431.244.454,4.581.320.208
786,N00909M,431.218.279,4.581.281.332
787,N00910F,431.184.812,4.581.291.877
788,N00911G,431.198.018,4.581.300.112
789,N00913I,431.107.523,4.581.195.911
790,N00914J,431.275.798,4.581.100.718
791,N00915K,431.067.473,4.581.095.956
792,N00918N,431.163.542,4.581.131.541
793,N00920H,431.177.882,4.581.114.215
794,N00921I,430.274.663,4.581.332.033
795,N00922J,430.097.853,4.581.320.854
796,N00923K,430.092.964,4.581.367.397
797,N00924L,430.087.612,4581419.19
798,N00925M,430.174.711,4.581.427.297
799,N00926N,430.201.567,4581375.89
800,N00927O,430.043.325,4.581.363.021
801,N00928P,430.189.585,4.581.400.312
802,N00929Q,430.155.634,4.581.465.477
803,N00930J,430.321.271,4.581.335.454
804,N00931K,430.300.864,4.581.360.451
805,N00932L,430.258.307,4.581.410.578
806,N00933M,430.205.305,4.581.472.098
807,N00934N,430.325.033,4.581.462.351
808,N00935O,430.359.443,4.581.419.562
809,N00936P,430.408.268,4.581.360.143
810,N00937Q,430.268.034,4.581.534.578
811,N00938R,430.081.769,4.581.457.318
812,N00939S,430.232.641,4.581.578.186
813,N00940L,430.163.959,4581529.72
814,N00941M,430.129.012,4581503.59
815,N00943O,430205.73,4.581.612.634
816,N00944P,430139.45,4.581.564.569
817,N00945Q,430.103.577,4581540.09
818,N00946R,430.060.172,4.581.509.995
819,N00947S,430.121.666,4.581.589.963
820,N00950N,430.466.526,4.581.509.248
821,N00951O,430.512.133,4.581.447.501
822,N00952P,430.560.067,4.581.482.699
823,N00953Q,430513.08,4.581.545.779
824,N00954R,430.708.397,4.581.584.726
825,N00955S,430.643.616,4.581.539.827
826,N00956T,430.625.237,4581527.02
827,N00957U,430578.67,4.581.495.305
828,N00958V,430.588.779,4.581.602.431
829,N00959W,430627.92,4.581.639.218
830,N00960P,430.552.272,4.581.575.645
831,N00961Q,430.409.717,4.581.589.501
832,N00962R,430.454.575,4.581.625.172
833,N00963S,430.493.395,4.581.655.562
834,N00964T,430.517.698,4.581.674.562
835,N00965U,430.420.281,4.581.598.671
836,N00966V,430.400.751,4.581.612.063
837,N00967W,430.888.634,4.581.490.934
838,N00968X,430.890.211,4.581.537.094
839,N00969Y,430.886.552,4.581.423.975
840,N00970R,430.907.883,4.581.522.625
841,N00971S,430.890.081,4581415.92
842,N00972T,430.913.748,4.581.423.915
843,N00973U,430.943.788,4.581.434.311
844,N00974V,430.984.738,4.581.446.267
845,N00975W,431.003.153,4.581.452.001
846,N00976X,431.013.749,4.581.455.291
847,N00977Y,431.045.996,4.581.409.035
848,N00978Z,431.040.126,4.581.464.541
849,N00979A,431.064.081,4.581.428.426
850,N00980T,430.934.298,4.581.635.743
851,N00981U,430.940.067,4.581.564.965
852,N00982V,430.959.675,4.581.528.712
853,N00983W,430.997.358,4.581.552.011
854,N00984X,431.058.191,4.581.474.597
855,N00985Y,430.986.941,4581578.49
856,N00986Z,430.973.944,4.581.622.063
857,N00987A,430.927.116,4581537.49
858,N00988B,431088.56,4.581.453.178
859,N00989C,431141.29,4.581.508.331
860,N00990V,431.172.685,4581539.64
861,N00992X,430.973.919,4.581.467.781
862,N00993Y,430.992.315,4.581.481.032
863,N00994Z,430963.39,4.581.487.265
864,N00995A,430.978.562,4.581.499.424
865,N00998D,430.533.235,4.581.462.445
866,N01003J,431.031.314,4.581.638.315
867,N01004K,431.050.371,4.581.613.334
868,N01005L,431.158.295,4.581.559.993
869,N01006M,431.117.045,4.581.590.011
870,N01007N,431074.29,4.581.635.344
871,N01008O,431.186.625,4.581.591.839
872,N01009P,431.029.161,4.581.592.426
873,N01010I,431.042.103,4.581.604.973
874,N01011J,431.083.007,4.581.506.263
875,N01012K,431.061.103,4.581.534.876
876,N01013L,431.046.784,4.581.563.514
877,N01014M,431.052.234,4.581.595.645
878,N01015N,431.067.161,4.581.580.698
879,N01016O,431.093.871,4.581.556.968
880,N01017P,431.125.429,4.581.523.967
881,N01018Q,431.195.357,4.581.599.854
882,N01019R,431.221.939,4.581.627.748
883,N01020K,431.236.686,4.581.606.934
884,N01021L,431.262.987,4.581.576.843
885,N01022M,431.212.948,4.581.583.862
886,N01023N,431.230.704,4.581.551.588
887,N01025P,431.385.171,4.581.605.596
888,N01026Q,431.332.546,4.581.573.092
889,N01027R,431304.36,4.581.600.431
890,N01028S,431.310.616,4.581.593.392
891,N01029T,431333.73,4581614.62
892,N01030M,431.377.553,4.581.505.853
893,N01031N,431.358.474,4.581.532.955
894,N01032O,431.370.814,4.581.514.579
895,N01033P,431.331.718,4.581.515.764
896,N01034Q,431.289.617,4581487.46
897,N01035R,431.326.109,4.581.525.828
898,N01036S,431.208.802,4.581.573.815
899,N01037T,431.241.194,4.581.539.009
900,N01038U,431.259.729,4.581.518.362
901,N01039V,431323.67,4.581.460.524
902,N01040O,431.223.162,4581492.41
903,N01041P,431.252.284,4.581.550.291
904,N01042Q,431.233.613,4.581.425.194
905,N01043R,431.276.396,4.581.450.269
906,N01044S,431.166.187,4.581.489.102
907,N01045T,431.193.344,4.581.463.123
908,N01046U,431.304.965,4581589.06
909,N01047V,431.351.051,4.581.493.018
910,N01050Q,431.182.515,4.581.507.015
911,N01051R,431.217.297,4581439.71
912,N01052S,431.167.624,4.581.440.836
913,N01053T,431.189.884,4.581.421.602
914,N01054U,431.138.135,4.581.470.218
915,N01055V,431.110.491,4.581.433.187
916,N01056W,431.090.075,4.581.412.508
917,N01057X,431.207.853,4.581.377.037
918,N01058Y,431.292.999,4.581.386.407
919,N01059Z,431.211.978,4.581.364.903
920,N01060S,431.269.538,4.581.336.192
921,N01061T,431.342.189,4.581.308.088
922,N01062U,431.370.546,4.581.294.222
923,N01063V,431.309.158,4.581.420.189
924,N01064W,431.232.145,4.581.269.599
925,N01065X,431.353.711,4.581.166.445
926,N01066Y,431257.39,4581285.51
927,N01067Z,431.280.145,4.581.299.199
928,N01069B,431.367.975,4.581.369.496
929,N01070U,431.357.213,4.581.355.357
930,N01071V,431336.95,4581443.26
931,N01072W,431.344.936,4.581.437.964
932,N01073X,431.330.134,4.581.441.549
933,N01074Y,431.371.608,4.581.468.556
934,N01075Z,431.354.992,4.581.098.733
935,N01076A,431.383.003,4.581.147.296
936,N01077B,431.326.782,4.581.113.912
937,N01078C,431.307.143,4.581.073.301
938,N01079D,431.288.176,4.581.032.008
939,N01080W,431.363.038,4.580.995.501
940,N01081X,431.387.844,4.581.036.076
941,N01082Y,431338.52,4.580.957.078
942,N01083Z,431.264.408,4580836.1
943,N01084A,431268.37,4.580.991.306
944,N01085B,431.232.281,4.581.051.561
945,N01086C,431.274.094,4.581.002.885
946,N01089F,431.214.105,4.580.872.126
947,N01090Y,431.146.833,4.580.940.831
948,N01091Z,431.214.124,4.580.954.116
949,N01092A,431.199.827,4.580.857.019
950,N01093B,431.148.499,4.580.650.311
951,N01094C,430.861.259,4580690.54
952,N01095D,431.209.834,4.580.746.311
953,N01101K,428.968.457,4.581.064.938
954,N01102L,429.062.402,4.581.158.063
955,N01103M,429.158.616,4.581.251.953
956,N01104N,429.253.814,4581344.76
957,N01105O,429.165.936,4.581.052.058
958,N01106P,429.261.485,4.581.147.083
959,N01107Q,429.356.398,4581239.76
960,N01108R,429.366.511,4.581.039.361
961,N01109S,429.064.956,4.581.347.492
962,N01110L,429452.46,4.581.333.238
963,N01111M,429.547.856,4.581.426.773
964,N01112N,429.643.619,4.581.520.502
965,N01113O,429.745.774,4.581.224.063
966,N01114P,429.651.609,4.581.319.888
967,N01115Q,429.445.767,4.581.533.151
968,N01116R,429.556.802,4.581.226.093
969,N01117S,429350.17,4.581.438.647
970,N01118T,428.875.405,4581160.45
971,N01119U,428.969.593,4.581.253.525
972,N01120N,429160.65,4.581.440.754
973,N01121O,429256.3,4.581.533.781
974,N01122P,429.351.847,4.581.628.503
975,N01123Q,428.781.352,4.581.255.987
976,N01124R,428.876.728,4.581.348.825
977,N01125S,428.972.078,4.581.442.936
978,N01126T,429.067.018,4.581.536.084
979,N01127U,429.163.248,4.581.629.382
980,N01128V,428.782.797,4.581.444.014
981,N01129W,428.879.509,4581538.11
982,N01130P,428.974.392,4.581.631.722
983,N01131Q,428815.15,4.581.603.233
984,N01132R,429.461.424,4.581.132.038
985,N01133S,429.540.726,4.581.625.432
986,N01134T,428.872.396,4580971.46
987,N01135U,428.880.202,4.580.773.639
988,N01136V,428.975.667,4.580.866.021
989,N01137W,429.071.063,4.580.960.633
990,N01138X,429.214.143,4.580.814.034
991,N01139Y,429.175.536,4.580.853.206
992,N01141S,429.349.278,4580867.59
993,N01142T,429.270.436,4.580.945.466
994,N01143U,429.747.097,4.581.412.965
995,N01144V,429844.03,4.581.507.391
996,N01145W,429.939.417,4.581.601.726
997,N01146X,429.460.205,4.580.943.443
998,N01147Y,429.554.795,4581037.77
999,N01148Z,429.650.151,4581131.13
1000,N01149A,429.841.144,4.581.317.841
1001,N01150T,429.937.113,4.581.412.854
1002,N01151U,429.647.779,4.580.941.979
1003,N01152V,429.743.914,4.581.035.875
1004,N01153W,429.839.112,4.581.128.682
1005,N01154X,429.935.326,4.581.222.573
1006,N01155Y,430039.01,4.581.317.294
1007,N01156Z,429.836.837,4.580.940.267
1008,N01157A,429.931.361,4.581.033.694
1009,N01158B,430.023.061,4.581.131.667
1010,N01159C,430.026.463,4.580.937.941
1011,N01160V,429618.86,4.580.971.052
1012,N01162X,429930.97,4.580.844.551
1013,N01163Y,429741.03,4.580.846.464
1014,N01164Z,429.553.148,4.580.848.362
1015,N01165A,429.483.893,4.580.919.107
1016,N01166B,428.772.405,4.580.875.321
1017,N01167C,428.675.616,4580972.78
1018,N01168D,428.581.281,4.581.071.131
1019,N01169E,428.688.473,4.581.351.431
1020,N01170X,428.685.459,4.581.162.788
1021,N01171Y,428.491.853,4.581.162.123
1022,N01172Z,428.592.876,4.581.257.148
1023,N01173A,428572.58,4.581.469.863
1024,N01174B,428.692.919,4.581.535.737
1025,N01175C,428.596.689,4.581.634.242
1026,N01176D,428.935.879,4.581.669.688
1027,N01177E,428785.37,4.581.633.811
1028,N01178F,429.739.952,4581613.97
1029,N01179G,429.637.088,4.581.718.979
1030,N01180Z,429.543.922,4.581.815.331
1031,N01181A,429.447.145,4.581.721.457
1032,N01182B,429.353.688,4.581.815.826
1033,N01183C,429.834.036,4.581.707.091
1034,N01184D,429.733.001,4.581.812.182
1035,N01185E,429.883.662,4.581.754.769
1036,N01186F,429.930.914,4581800.64
1037,N01188H,429.969.942,4580883.05
1038,N01189I,429944.35,4580909.31
1039,N01190B,429.881.849,4.581.276.167
1040,N01191C,429.787.384,4.581.182.862
1041,N01192D,428.692.761,4.581.728.409
1042,N01193E,428.786.762,4.581.821.518
1043,N01194F,428.883.492,4.581.915.534
1044,N01195G,428.978.408,4.582.009.298
1045,N01196H,429.073.349,4.582.102.357
1046,N01197I,428.879.575,4.581.726.469
1047,N01198J,428.975.785,4.581.821.002
1048,N01199K,429.072.941,4.581.914.967
1049,N01200M,429.166.619,4582008.4
1050,N01201N,429.262.611,4.582.101.718
1051,N01202O,428598.88,4581824.4
1052,N01203P,428.693.397,4.581.918.251
1053,N01204Q,428788.85,4582012.42
1054,N01205R,429.260.171,4.581.724.059
1055,N01206S,429.180.951,4.581.803.281
1056,N01207T,429.164.821,4.581.820.636
1057,N01208U,428.885.508,4.582.105.058
1058,N01209V,429.057.745,4581736.16
1059,N01210O,428.695.186,4.582.107.768
1060,N01211P,428.602.244,4.582.202.669
1061,N01212Q,428.979.698,4.582.198.529
1062,N01213R,429299.31,4.581.872.342
1063,N01214S,429.419.845,4.581.941.565
1064,N01215T,429.261.642,4.581.911.345
1065,N01216U,428.598.894,4.582.014.179
1066,N01217V,429.357.098,4.582.005.653
1067,N01218W,429.450.447,4.581.910.583
1068,N01219X,429.639.177,4.581.909.143
1069,N01220Q,429.685.695,4.581.954.728
1070,N01221R,429.734.461,4.582.002.201
1071,N01222S,429.830.268,4.582.095.812
1072,N01223T,429.925.484,4.582.189.827
1073,N01224U,429.780.116,4.581.859.326
1074,N01225V,429.545.996,4.582.003.385
1075,N01226W,429.497.753,4.581.958.153
1076,N01227X,429.556.666,4.581.897.318
1077,N01228Y,429.827.963,4.581.905.556
1078,N01229Z,429.924.501,4.582.000.375
1079,N01230S,430.019.493,4.582.093.125
1080,N01231T,429.641.171,4.582.097.177
1081,N01232U,429.547.684,4.582.192.465
1082,N01233V,429.736.811,4.582.191.704
1083,N01234W,430027.24,4.581.895.488
1084,N01235X,430022.2,4.582.283.836
1085,N01236Y,429.928.639,4.582.378.715
1086,N01237Z,429835.78,4.582.473.729
1087,N01238A,429.741.943,4582570.17
1088,N01239B,429.550.975,4.582.383.373
1089,N01240U,429.645.493,4.582.475.708
1090,N01241V,429.644.262,4.582.286.745
1091,N01242W,429.738.859,4.582.380.378
1092,N01243X,429.553.283,4.582.570.835
1093,N01244Y,429.452.256,4.582.099.272
1094,N01245Z,429.878.196,4.582.238.414
1095,N01246A,429.786.997,4.582.330.504
1096,N01247B,429.786.285,4.582.239.567
1097,N01248C,429.878.553,4.582.330.147
1098,N01249D,429.967.109,4.582.602.428
1099,N01250W,430061.81,4582509.05
1100,N01251X,429.457.609,4.582.477.127
1101,N01252Y,429.363.675,4.582.574.103
1102,N01253Z,429.454.232,4.582.289.003
1103,N01254A,429.267.328,4.582.480.026
1104,N01255B,429.172.476,4.582.577.088
1105,N01256C,429.358.486,4.582.195.057
1106,N01257D,429.121.885,4.582.148.212
1107,N01258E,429.169.439,4.582.196.076
1108,N01259F,429.267.111,4.582.289.258
1109,N01260Y,429.362.066,4.582.383.374
1110,N01261Z,429.076.395,4.582.483.771
1111,N01262A,428.984.299,4582578.44
1112,N01263B,428.885.305,4.582.296.669
1113,N01264C,428.982.062,4582389.57
1114,N01265D,429075.62,4.582.292.822
1115,N01266E,428.889.531,4.582.485.299
1116,N01267F,429.027.198,4.582.244.453
1117,N01268G,429.189.495,4.582.402.574
1118,N01270A,428.698.817,4.582.485.801
1119,N01271B,428.602.572,4.582.584.334
1120,N01272C,428.794.932,4.582.580.246
1121,N01273D,428.698.073,4.582.297.803
1122,N01274E,428617.1,4582406.24
1123,N01276G,428.791.781,4.582.388.797
1124,N01277H,428.566.673,4.582.427.223
1125,N01278I,430.040.487,4.583.217.467
1126,N01279J,430100.81,4.583.235.089
1127,N01280C,430.184.665,4.583.260.716
1128,N01281D,430.326.105,4.583.309.889
1129,N01282E,430.468.692,4.583.352.999
1130,N01284G,430.756.535,4.583.444.429
1131,N01285H,430.884.161,4.583.502.407
1132,N01286I,430.071.524,4.583.271.406
1133,N01287J,430.121.932,4.583.323.013
1134,N01288K,430.220.692,4.583.417.999
1135,N01289L,430.316.194,4.583.511.615
1136,N01290E,430.411.353,4.583.603.685
1137,N01291F,430.508.397,4.583.699.066
1138,N01292G,430.557.033,4.583.747.241
1139,N01293H,430.602.691,4.583.791.482
1140,N01294I,430.409.583,4.583.414.576
1141,N01295J,430.505.016,4.583.508.416
1142,N01296K,430.602.473,4.583.602.981
1143,N01297L,430.698.968,4.583.693.166
1144,N01298M,430.793.261,4.583.786.564
1145,N01299N,430.027.757,4583042.29
1146,N01300P,430.122.067,4.583.134.537
1147,N01301Q,430.217.851,4.583.226.193
1148,N01302R,430.003.088,4.582.825.753
1149,N01303S,430.069.984,4582892.82
1150,N01304T,430.121.459,4.582.945.104
1151,N01305U,430.217.519,4.583.038.326
1152,N01306V,430.311.146,4.583.130.939
1153,N01307W,430.408.219,4583226.39
1154,N01308X,430.504.494,4.583.317.818
1155,N01309Y,430.216.707,4.582.847.221
1156,N01310R,430.310.246,4.582.940.798
1157,N01311S,430.405.675,4.583.034.438
1158,N01312T,430.438.787,4.583.067.405
1159,N01313U,430.469.585,4583097.77
1160,N01314V,430.501.542,4.583.130.593
1161,N01315W,430.596.397,4.583.222.264
1162,N01316X,430.692.407,4.583.315.525
1163,N01317Y,430.183.052,4.582.628.674
1164,N01318Z,430.308.956,4.582.750.823
1165,N01319A,430.360.442,4.582.801.781
1166,N01320T,430.404.557,4.582.845.922
1167,N01321U,430.450.024,4.582.889.724
1168,N01322V,430.500.056,4.582.938.834
